Organization Name,Estimated Revenue Range,Industries,Headquarters Location,CB Rank (Company),Founded Date,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount (in USD),Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Region,Estimated Revenue Range Midpoint,Founded Year,City,Country,Number of Employees Midpoint,Industry_Cluster_0,Industry_Cluster_1,Industry_Cluster_2,Industry_Cluster_3,Industry_Cluster_4,Industry_Cluster_5,Industry_Cluster_6,Industry_Cluster_7,Industry_Cluster_8,Industry_Cluster_9,Industry_Cluster_10,Industry_Cluster_11,Industry_Cluster_12,Industry_Cluster_13,Industry_Cluster_14,Industry_Cluster_15,Industry_Cluster_16,Industry_Cluster_17,Industry_Cluster_18,Industry_Cluster_19,Industry_Cluster_20,Industry_Cluster_21,Industry_Cluster_22,industry_group,log_LFA,log_LEFA,Days_Since_Last_Funding,Revenue_Log_Midpoint,log_Total_Funding,log_Total_Equity_Funding,log_Employees,log_Days_Since_Last_Funding
Utilidata,$1M to $10M,"Artificial Intelligence (AI), Clean Energy, Energy, Power Grid, Software","Providence, Rhode Island, United States",4413,2012-01-01,101-250,Series C,Private,Late Stage Venture,2025-04-29,60300000.0,95300000.0,Series C,4,60300000.0,95300000.0,"NVIDIA, American Electric Power, Quanta Services, MUUS, Keyframe Capital Partners",9.0,US,5500000.0,2012.0,Providence,United States,175.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Apps, Energy",17.91484267828116,17.91484267828116,80,15.520258832020865,18.37254037911761,18.37254037911761,5.173320876373351,4.394449154672439
Cordial,$10M to $50M,"Data Management, Email Marketing, Marketing Automation, Mobile, Personalization, Software","San Diego, California, United States",4414,2014-01-01,101-250,Series C,Private,Late Stage Venture,2022-07-26,50000000.0,73550000.0,Series C,7,50000000.0,73550000.0,"PeakSpan Capital, NewSpring, ABS Capital Partners, Upfront Ventures, Ankona Capital Partners",9.0,US,30000000.0,2014.0,San Diego,United States,175.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Machine Learning, Apps, Data Management, Social Media Marketing",17.72753358339242,17.72753358339242,1088,17.216707972959764,18.113476018607912,18.113476018607912,5.173320876373351,6.9930151229329605
Linear,$10M to $50M,"Developer Platform, Developer Tools, Information Technology, Software","San Francisco, California, United States",4585,2019-01-01,101-250,Series C,Private,Late Stage Venture,2025-06-10,82000000.0,134200000.0,Series C,5,82000000.0,134200000.0,"Accel, Sequoia Capital, Index Ventures, Designer Fund, 01 Advisors",61.0,US,30000000.0,2019.0,San Francisco,United States,175.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Apps, Developer Platform, Enterprise",18.22222981742365,18.22222981742365,38,17.216707972959764,18.71484178995342,18.71484178995342,5.173320876373351,3.6635616461296463
Censys,$1M to $10M,"Cyber Security, Network Security, Security","Ann Arbor, Michigan, United States",4615,2017-01-01,101-250,Series C,Private,Late Stage Venture,2023-10-24,50000000.0,128100000.0,Series C,5,50000000.0,103100000.0,"Greylock, Decibel Partners, Mango Capital, Google Ventures, OUP (Osage University Partners)",11.0,US,5500000.0,2017.0,Ann Arbor,United States,175.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Security,17.72753358339242,17.72753358339242,633,15.520258832020865,18.668321774673363,18.45120995868651,5.173320876373351,6.452048954437226
VergeSense,$10M to $50M,"Analytics, Artificial Intelligence (AI), Hardware, Information Technology, Real Estate, SaaS, Sensor","San Francisco, California, United States",4713,2017-01-01,101-250,Series C,Private,Late Stage Venture,2021-11-08,60000000.0,82620000.0,Series C,5,60000000.0,82620000.0,"Y Combinator, Cerity Partners Ventures, Tola Capital, Scale Venture Partners, Bolt",12.0,US,30000000.0,2017.0,San Francisco,United States,175.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Machine Learning, Industrial Engineering, Internet, Enterprise, Family, Residential",17.909855136853043,17.909855136853043,1348,17.216707972959764,18.2297623520365,18.2297623520365,5.173320876373351,7.207118856207756
Opentrons,Less than $1M,"Artificial Intelligence (AI), Biotechnology, Electronics, Hardware, Robotics","Brooklyn, New York, United States",5064,2014-01-01,101-250,Series C,Private,Late Stage Venture,2021-09-23,200000000.0,240034056.0,Series C,8,200000000.0,240034056.0,"Y Combinator, Khosla Ventures, SOSV, Fifty Years, SoftBank Vision Fund",15.0,US,500000.0,2014.0,Brooklyn,United States,175.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Industrial Engineering, Medical",19.11382792951231,19.11382792951231,1394,13.122365377402328,19.296291375405488,19.296291375405488,5.173320876373351,7.240649694255466
Stensul,$10M to $50M,"Content, Digital Marketing, Email, Email Marketing, Enterprise Software, Marketing, Marketing Automation, SaaS","New York, New York, United States",5240,2016-01-01,101-250,Series C,Private,Late Stage Venture,2023-11-30,34500000.0,57500000.0,Series C,4,34500000.0,57500000.0,"Uncork Capital, First Round Capital, Sageview Capital, U.S. Venture Partners, Arthur Ventures",18.0,US,30000000.0,2016.0,New York,United States,175.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"Digital Entertainment, Delivery Service, Enterprise, Family, Social Media Marketing",17.356469910987094,17.356469910987094,596,17.216707972959764,17.867295523158884,17.867295523158884,5.173320876373351,6.391917113392602
Daisy,$1M to $10M,"Consumer, Home Decor, Service Industry, Space Travel","Costa Mesa, California, United States",5243,2023-01-01,101-250,Series C,Private,Late Stage Venture,2025-03-05,15000000.0,33000000.0,Series C,4,15000000.0,33000000.0,"Bullish, Goldcrest Capital, Burst Capital, Bungalow Capital Management, Andrew Spellman",5.0,US,10203844.513790125,2023.0,Costa Mesa,United States,175.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Travel, Sales, Delivery Service, Residential",16.52356082573315,16.52356082573315,135,16.138275218359546,17.312018149733785,17.312018149733785,5.173320876373351,4.912654885736052
Cherre,Less than $1M,"Analytics, Big Data, Commercial Real Estate, Data Integration, Real Estate","New York, New York, United States",5365,2016-01-01,101-250,Series C,Private,Late Stage Venture,2024-09-18,30000000.0,105000000.0,Series C,5,30000000.0,105000000.0,"Nuveen, Trustbridge Partners, Carthona Capital, Navitas Capital, Recursive Ventures",19.0,US,500000.0,2016.0,New York,United States,175.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Machine Learning, Data Management, Residential",17.216707972959764,17.216707972959764,303,13.122365377402328,18.46947091764561,18.46947091764561,5.173320876373351,5.717027701406222
Nimble Robotics,$10M to $50M,"Artificial Intelligence (AI), Industrial Automation, Logistics, Robotics, Software, Supply Chain Management, Warehousing","San Francisco, California, United States",5567,2017-01-01,101-250,Series C,Private,Late Stage Venture,2024-10-23,106000000.0,221000000.0,Series C,4,106000000.0,221000000.0,"Accel, GSR Ventures, FedEx, Breyer Capital, DNS Capital",12.0,US,30000000.0,2017.0,San Francisco,United States,175.5,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Industrial Engineering, Sales, Apps, Delivery Service, Enterprise",18.478949661510303,18.478949661510303,268,17.216707972959764,19.213673264006914,19.213673264006914,5.173320876373351,5.594711379601839
Tecton,$10M to $50M,"Analytics, Artificial Intelligence (AI), Machine Learning, Predictive Analytics","San Francisco, California, United States",5785,2019-01-01,101-250,Series C,Private,Late Stage Venture,2022-07-12,100000000.0,160000000.0,Series C,5,100000000.0,160000000.0,"Andreessen Horowitz, Sequoia Capital, Kleiner Perkins, Lux Capital, SV Angel",10.0,US,30000000.0,2019.0,San Francisco,United States,175.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machine Learning,18.420680753952364,18.420680753952364,1102,17.216707972959764,18.8906843794481,18.8906843794481,5.173320876373351,7.005789019253503
100 Thieves,$1M to $10M,"Apparel, eSports, Fashion, Lifestyle, PC Games","Los Angeles, California, United States",6006,2017-01-01,101-250,Series C,Private,Late Stage Venture,2021-12-02,60000000.0,120000000.0,Series C,4,60000000.0,120000000.0,"Sequoia Capital, SV Angel, WndrCo, Courtside Ventures, Breyer Capital",19.0,US,5500000.0,2017.0,Los Angeles,United States,175.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Digital Entertainment, Health Insurance, Fashion",17.909855136853043,17.909855136853043,1324,15.520258832020865,18.603002309079653,18.603002309079653,5.173320876373351,7.1891677384203225
Centrical,$10M to $50M,"Call Center, Enterprise Software, Gamification, Human Resources, SaaS","New York, New York, United States",6147,2013-01-01,101-250,Series C,Private,Late Stage Venture,2021-03-10,32000000.0,66000000.0,Series C,5,32000000.0,66000000.0,"Aleph, C4 Ventures, Verint Systems, Jerusalem Venture Partners (JVP), Intel Capital",10.0,US,30000000.0,2013.0,New York,United States,175.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,"Digital Entertainment, Delivery Service, Enterprise, Family, It Management",17.281246492014,17.281246492014,1591,17.216707972959764,18.005165315142214,18.005165315142214,5.173320876373351,7.3727463664043285
Odaseva,$50M to $100M,"Analytics, Business Information Systems, Cloud Security, Enterprise Software, SaaS","San Francisco, California, United States",6183,2012-01-01,101-250,Series C,Private,Late Stage Venture,2024-06-27,54000000.0,93000000.0,Series C,4,54000000.0,93000000.0,"Partech, Salesforce Ventures, F-Prime, Serena, Eurazeo",9.0,US,75000000.0,2012.0,San Francisco,United States,175.5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Machine Learning, Enterprise, Security, Family",17.804494623047066,17.804494623047066,386,18.132998684833918,18.34811006187022,18.34811006187022,5.173320876373351,5.958424693029782
FloSports,$100M to $500M,"Advertising, Fitness, Internet, Media and Entertainment, Product Design, Sports, Video, Video Streaming","Austin, Texas, United States",6214,2006-01-01,101-250,Series C,Private,Late Stage Venture,2019-06-03,47200501.0,79400501.0,Series C,4,47200501.0,76400501.0,"Warner Bros Discovery, DCM Ventures, Silicon Valley Bank, Eastward Capital Partners, Causeway Media Partners",8.0,US,300000000.0,2006.0,Austin,United States,175.5,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Industrial Engineering, Digital Entertainment, Internet, Health Insurance, Family, Social Media Marketing",17.66991508609245,17.66991508609245,2237,19.519293035953808,18.190015248615513,18.151499824795792,5.173320876373351,7.71333788887187
Iontra,$1M to $10M,"Battery, Electronics, Energy Storage","Centennial, Colorado, United States",6237,2013-01-01,101-250,Series C,Private,Late Stage Venture,2024-11-21,45000000.0,127150000.0,Series C,5,45000000.0,125000000.0,"Riverstone Holdings, Volta Energy Technologies, ARPA-E, Flag Asset Management",4.0,US,5500000.0,2013.0,Centennial,United States,175.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Energy",17.622173069956816,17.622173069956816,239,15.520258832020865,18.66087805769713,18.643824303266577,5.173320876373351,5.480638923341991
Spectro Cloud,$10M to $50M,"Cloud Management, Information Technology, SaaS, Software","San Jose, California, United States",6549,2019-01-01,101-250,Series C,Private,Late Stage Venture,2024-11-19,75000000.0,162500000.0,Series C,6,75000000.0,162500000.0,"Sierra Ventures, Translink Capital, boldstart ventures, WestWave Capital, Firebolt Ventures",12.0,US,30000000.0,2019.0,San Jose,United States,175.5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Apps, Enterprise, Data Management, Family",18.132998684833918,18.132998684833918,241,17.216707972959764,18.906188565887913,18.906188565887913,5.173320876373351,5.488937726156687
Sanity,$10M to $50M,"CMS, Developer Platform, PaaS, SaaS","San Francisco, California, United States",6564,2018-01-01,101-250,Series C,Private,Late Stage Venture,2025-05-02,85000000.0,135700000.0,Series C,5,85000000.0,135700000.0,"ICONIQ Growth, Alliance VC, ICONIQ Capital, Lead Edge Capital, Threshold",22.0,US,30000000.0,2018.0,San Francisco,United States,175.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Developer Platform, Family, It Management",18.258161826219297,18.258161826219297,77,17.216707972959764,18.725957132174294,18.725957132174294,5.173320876373351,4.356708826689592
Hightouch,$1M to $10M,"CRM, Developer Platform, SaaS","San Francisco, California, United States",7002,2018-01-01,101-250,Series C,Private,Late Stage Venture,2025-02-18,80000000.0,172200000.0,Series C,7,80000000.0,172200000.0,"Y Combinator, Sapphire Ventures, Geodesic Capital, ICONIQ Growth, Bain Capital Ventures",23.0,US,5500000.0,2018.0,San Francisco,United States,175.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Developer Platform, Family, It Management",18.197537205138154,18.197537205138154,150,15.520258832020865,18.964167155765104,18.964167155765104,5.173320876373351,5.017279836814924
Zerocater,$100M to $500M,"Catering, Food and Beverage, Food Delivery, Information Technology, Software","San Francisco, California, United States",7290,2009-01-01,101-250,Series C,Private,Late Stage Venture,2023-02-16,15000000.0,37899999.0,Series C,5,15000000.0,37899999.0,"Y Combinator, Alumni Ventures, SV Angel, Struck Capital, Romulus Capital",19.0,US,300000000.0,2009.0,San Francisco,United States,175.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Apps, Enterprise, Catering",16.52356082573315,16.52356082573315,883,19.519293035953808,17.450461670052654,17.450461670052654,5.173320876373351,6.784457062637643
Zylo,$10M to $50M,"Analytics, Cloud Management, Enterprise Software, Information Technology, SaaS","Indianapolis, Indiana, United States",7840,2016-01-01,101-250,Series C,Private,Late Stage Venture,2023-02-16,5000000.0,71700000.0,Series C,6,5000000.0,71700000.0,"Menlo Ventures, Bessemer Venture Partners, SV Angel, Salesforce Ventures, Haystack",18.0,US,30000000.0,2016.0,Indianapolis,United States,175.5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Machine Learning, Enterprise, Data Management, Family",15.424948670398354,15.424948670398354,883,17.216707972959764,18.08800131951685,18.08800131951685,5.173320876373351,6.784457062637643
Enveda Biosciences,$10M to $50M,"Biotechnology, Pharmaceutical, Therapeutics","Boulder, Colorado, United States",8066,2019-01-01,101-250,Series C,Private,Late Stage Venture,2025-02-26,20000000.0,379900000.0,Series C,9,20000000.0,366900000.0,"Sanofi, Catalio Capital Management, Microsoft, Lux Capital, True Ventures",30.0,US,30000000.0,2019.0,Boulder,United States,175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,16.811242881518265,16.811242881518265,142,17.216707972959764,19.755418620790124,19.720599892051048,5.173320876373351,4.962844630259907
Check,$1M to $10M,"Information Technology, Payments, SaaS, Software","New York, New York, United States",8095,2019-01-01,101-250,Series C,Private,Late Stage Venture,2022-02-16,75000000.0,119000000.0,Series C,4,75000000.0,119000000.0,"Stripe, Index Ventures, Thrive Capital, Mischief, Contrary",10.0,US,5500000.0,2019.0,New York,United States,175.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Finance, Apps, Enterprise, Family",18.132998684833918,18.132998684833918,1248,15.520258832020865,18.594634059479166,18.594634059479166,5.173320876373351,7.130098510125578
Balbix,$1M to $10M,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Network Security","San Jose, California, United States",8521,2015-01-01,101-250,Series C,Private,Late Stage Venture,2022-03-01,70000000.0,101600000.0,Series C,3,70000000.0,101600000.0,"Mayfield Fund, Mubadala Capital Ventures, Singtel Innov8, Third Point Ventures, MVP Ventures",14.0,US,5500000.0,2015.0,San Jose,United States,175.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Security,18.064005814299346,18.064005814299346,1235,15.520258832020865,18.436554102951174,18.436554102951174,5.173320876373351,7.119635638017636
Imagen,$1M to $10M,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Primary and Urgent Care, Software","New York, New York, United States",8864,2015-01-01,101-250,Series C,Private,Late Stage Venture,2021-02-05,75000000.0,134320999.0,Series C,4,75000000.0,134320999.0,"Brooklyn Bridge Ventures, Google Ventures, Casdin Capital, Kli Capital, Teamworthy Ventures",9.0,US,5500000.0,2015.0,New York,United States,175.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Apps, Health Insurance, Medical",18.132998684833918,18.132998684833918,1624,15.520258832020865,18.71574301561353,18.71574301561353,5.173320876373351,7.393263094763838
Prepared,$1M to $10M,"Artificial Intelligence (AI), Enterprise Software, Public Safety","New York, New York, United States",9084,2019-01-01,101-250,Series C,Private,Late Stage Venture,2025-05-30,80000000.0,151429615.0,Series C,8,80000000.0,151389615.0,"General Catalyst, Andreessen Horowitz, 8VC, Radical Ventures, NewView Capital",19.0,US,15511996.037128586,2019.0,New York,United States,175.5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Enterprise, Security",18.197537205138154,18.197537205138154,49,16.557124284899487,18.83563149410449,18.8353673100897,5.173320876373351,3.912023005428146
Cellarity,$10M to $50M,"Biotechnology, Life Science, Pharmaceutical","Somerville, Massachusetts, United States",9237,2017-01-01,101-250,Series C,Private,Late Stage Venture,2022-10-04,121000000.0,294000000.0,Series C,3,121000000.0,294000000.0,"BlackRock, Flagship Pioneering, The Baupost Group, Pictet Private Equity Investors S.A., Kyowa Kirin",6.0,US,30000000.0,2017.0,Somerville,United States,175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,18.61130111182548,18.61130111182548,1018,17.216707972959764,19.499090328704316,19.499090328704316,5.173320876373351,6.926577033222725
Yellowbrick Data,$10M to $50M,"Analytics, Cloud Data Services, Database, Information Technology, Software","Mountain View, California, United States",9395,2014-01-01,101-250,Series C,Private,Late Stage Venture,2021-11-03,75000000.0,248000000.0,Series C,4,75000000.0,248000000.0,"Menlo Ventures, IVP, DFJ Growth, BMW i Ventures, Citadel",10.0,US,30000000.0,2014.0,Mountain View,United States,175.5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Machine Learning, Apps, Enterprise, Data Management",18.132998684833918,18.132998684833918,1353,17.216707972959764,19.328939308161516,19.328939308161516,5.173320876373351,7.21081845347222
Transfr,$1B to $10B,"Education, Simulation, Training, Virtual Reality","New York, New York, United States",9417,2017-01-01,101-250,Series C,Private,Late Stage Venture,2023-09-28,40000000.0,87000000.0,Series C,5,40000000.0,87000000.0,"JP Morgan Chase, Album VC, ABS Capital Partners, Akkadian Ventures, Imagination Capital",19.0,US,5500000000.0,2017.0,New York,United States,175.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Digital Entertainment, Education",17.50439003707821,17.50439003707821,659,22.428013929366653,18.28141868811311,18.28141868811311,5.173320876373351,6.492239835020471
ProBio Inc.,$50M to $100M,"Biopharma, Biotechnology, Life Science, Medical, Pharmaceutical","Pennington, New Jersey, United States",9493,2002-01-01,101-250,Series C,Private,Late Stage Venture,2023-01-18,220000000.0,220000000.0,Series C,1,220000000.0,220000000.0,"Highlight Capital, Hillhouse Investment, Legend Capital, GF Xinde Investment Management, New Alliance Capital",8.0,US,75000000.0,2002.0,Pennington,United States,175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,19.20913810886209,19.20913810886209,912,18.132998684833918,19.20913810886209,19.20913810886209,5.173320876373351,6.816735880594968
Vineti,$1M to $10M,"Biotechnology, Cloud Computing, Enterprise Software, Software, Therapeutics","Oakland, California, United States",9859,2016-01-01,101-250,Series C,Private,Late Stage Venture,2020-10-13,33000000.0,115250000.0,Series C,4,33000000.0,115250000.0,"S32, Gilead Sciences, Canaan Partners, Casdin Capital, Lifeforce Capital",15.0,US,5500000.0,2016.0,Oakland,United States,175.5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"Apps, Enterprise, Data Management, Medical",17.312018149733785,17.312018149733785,1739,15.520258832020865,18.56261424851782,18.56261424851782,5.173320876373351,7.461640392208575
